,from_cluster,to_cluster,tokens_n,chars_n,from_cluster_chars_n,to_cluster_chars_n,from_cluster_tokens_n,to_cluster_tokens_n,from_cluster_in_degree,to_cluster_in_degree,from_cluster_out_degree,to_cluster_out_degree,from_cluster_law_names,to_cluster_law_names,from_cluster_bipartite,to_cluster_bipartite,chars_n_fraction_of_from_cluster,chars_n_fraction_of_to_cluster,tokens_n_fraction_of_from_cluster,tokens_n_fraction_of_to_cluster,event_category
11312,2005_166,2006_6,6981,43932,51862,1704451,8197,269494,1,2,1,3,"100_2005,24","500_2006,148,260_2006,125,100_2006,64,050_2006,64,220_2006,44,070_2006,30,490_2006,28,310_2006,27,440_2006,14,420_2006,13,210_2006,8,460_2006,8,290_2006,8,090_2006,7",2005,2006,0.8470942115614516,0.025774868271367143,0.851653043796511,0.025904101761078168,merge
11313,2005_167,2006_192,15645,101325,118213,124784,18121,19103,1,2,1,1,"100_2005,46","100_2006,48",2005,2006,0.8571392317257831,0.8120031414283883,0.8633629490646212,0.8189813118358373,stasis
11314,2005_168,2006_193,8378,54262,60059,60724,9239,9346,1,1,1,1,"100_2005,28","100_2006,28",2005,2006,0.9034782463910488,0.8935840853698702,0.9068080961142981,0.8964262786218703,stasis
11317,2005_171,2006_195,5785,35000,37522,37697,6165,6187,1,1,1,1,"100_2005,32","100_2006,32",2005,2006,0.9327860988220245,0.9284558452927288,0.9383617193836172,0.9350250525294973,stasis
11319,2005_173,2006_17,10820,70017,79503,1782916,12236,279039,1,4,1,2,"100_2005,37","100_2006,257,150_2006,176,410_2006,107,310_2006,26,420_2006,10,180_2006,9,500_2006,6",2005,2006,0.8806837477831025,0.039271059320798066,0.8842759071592023,0.03877594171424066,merge
11320,2005_174,2006_199,8747,54113,60838,64390,9762,10340,1,1,1,1,"100_2005,28","100_2006,29",2005,2006,0.889460534534337,0.8403944711911787,0.8960254046301988,0.8459381044487427,stasis
11322,2005_176,2006_131,5458,33739,38420,56351,6181,9140,1,2,1,1,"100_2005,23","100_2006,56",2005,2006,0.8781624154086414,0.5987293925573637,0.883028636143019,0.5971553610503282,growth
11324,2005_178,2006_201,12930,77125,85836,96108,14264,15858,1,1,1,1,"100_2005,61","100_2006,64",2005,2006,0.8985157742672072,0.8024826237149874,0.9064778463264161,0.8153613318199017,stasis
11329,2005_183,2006_205,5266,32019,38363,38984,6278,6388,1,1,1,1,"100_2005,30,160_2005,6","100_2006,30,160_2006,6",2005,2006,0.8346323280243985,0.8213369587523086,0.8388021662949984,0.8243581715716969,stasis
11335,2005_188,2006_190,26021,159089,173249,173249,28288,28288,1,1,1,1,"290_2005,86","290_2006,86",2005,2006,0.9182679265103983,0.9182679265103983,0.9198600113122172,0.9198600113122172,stasis
11336,2005_189,2006_159,10670,68270,74461,74501,11550,11560,1,1,1,1,"150_2005,56,440_2005,44","150_2006,56,440_2006,44",2005,2006,0.9168558037093243,0.9163635387444464,0.9238095238095239,0.9230103806228374,stasis
11337,2005_190,2006_160,24186,141941,183092,184779,31101,31358,1,1,1,1,"260_2005,56,440_2005,8","260_2006,56,440_2006,8",2005,2006,0.7752441395582549,0.7681662959535445,0.7776598823188965,0.7712864340838064,stasis
11339,2005_192,2006_155,8716,49719,50355,50355,8808,8808,1,1,1,1,"300_2005,53,430_2005,6","300_2006,53,430_2006,6",2005,2006,0.9873696753053322,0.9873696753053322,0.9895549500454133,0.9895549500454133,stasis
11340,2005_193,2006_113,45186,283668,318296,395450,50620,63235,1,2,1,1,"300_2005,95","300_2006,96,260_2006,12",2005,2006,0.8912081835775505,0.7173296244784423,0.8926511260371395,0.7145726259191904,merge
11342,2005_195,2006_169,44553,283160,346008,346961,54315,54464,1,1,1,1,"150_2005,68,200_2005,51","150_2006,68,200_2006,51",2005,2006,0.8183625812119951,0.8161147794708915,0.8202706434686551,0.8180265863689776,stasis
11343,2005_196,2006_172,23710,139850,149978,149987,25284,25287,1,1,1,1,"330_2005,154","330_2006,154",2005,2006,0.9324700956140234,0.9324141425590218,0.9377471919000159,0.9376359394155099,stasis
11344,2005_197,2006_174,6465,38228,45561,45778,7699,7732,1,1,1,1,"260_2005,8,330_2005,3","260_2006,8,330_2006,3",2005,2006,0.8390509426922148,0.8350736161474944,0.8397194440836472,0.83613554061045,stasis
11346,2005_199,2006_163,7369,47632,55857,55637,8579,8547,1,1,1,1,"500_2005,32,220_2005,6","500_2006,32,220_2006,6",2005,2006,0.8527489840127468,0.8561209267214264,0.8589579205035552,0.8621738621738622,stasis
11347,2005_200,2006_164,61638,404903,480754,480787,72697,72702,2,1,1,1,"420_2005,230,430_2005,39","420_2006,230,430_2006,39",2005,2006,0.842224921685519,0.8421671135034849,0.8478754281469661,0.8478171164479656,stasis
11349,2005_202,2006_166,8151,53068,57215,57215,8728,8728,1,1,1,1,"430_2005,52,160_2005,14","430_2006,52,160_2006,14",2005,2006,0.9275190072533427,0.9275190072533427,0.9338909257561869,0.9338909257561869,stasis
11350,2005_203,2006_220,15179,97769,109994,112718,17020,17437,1,1,1,1,"150_2005,38,360_2005,11","150_2006,39,360_2006,11",2005,2006,0.8888575740494936,0.8673769939140155,0.8918331374853113,0.8705052474622929,stasis
11351,2005_204,2006_221,17447,108763,121463,121463,19385,19385,1,1,1,1,"020_2005,119,360_2005,12","020_2006,119,360_2006,12",2005,2006,0.8954414101413599,0.8954414101413599,0.900025793139025,0.900025793139025,stasis
11357,2005_208,2006_973,10214,63606,71296,65176,11439,10426,1,1,2,1,"410_2005,25,180_2005,12","410_2006,25",2005,2006,0.8921398114901257,0.9759113784215049,0.8929102194247749,0.9796662190677153,stasis
11358,2005_209,2006_223,7855,47707,52633,52681,8644,8648,1,1,1,1,"180_2005,22,050_2005,20","180_2006,22,050_2006,20",2005,2006,0.9064085269697718,0.9055826578842467,0.9087228135122628,0.9083024976873265,stasis
11360,2005_211,2006_235,8530,51613,55336,55336,9087,9087,1,1,1,1,"180_2005,31","180_2006,31",2005,2006,0.9327201098742229,0.9327201098742229,0.9387036425663036,0.9387036425663036,stasis
11361,2005_212,2006_236,10068,58220,69887,70172,12072,12119,1,1,1,1,"180_2005,18,260_2005,13","180_2006,19,260_2006,13",2005,2006,0.8330590810880422,0.8296756541070512,0.8339960238568589,0.8307616139945541,stasis
11364,2005_214,2006_225,13549,85241,90286,90286,14315,14315,1,1,1,1,"420_2005,53,160_2005,12","420_2006,53,160_2006,12",2005,2006,0.944122012272113,0.944122012272113,0.946489696122948,0.946489696122948,stasis
11365,2005_215,2006_228,12383,79931,90603,90603,13955,13955,1,1,1,1,"420_2005,33","420_2006,33",2005,2006,0.8822114058033399,0.8822114058033399,0.8873522035112863,0.8873522035112863,stasis
11367,2005_217,2006_77,5552,36338,40864,211997,6229,34313,1,2,1,2,"420_2005,7,050_2005,1","360_2006,21,100_2006,16,180_2006,15,420_2006,7,150_2006,3,050_2006,1",2005,2006,0.8892423649177761,0.17140808596348062,0.8913148177877669,0.16180456386792177,growth
11369,2005_219,2006_237,7650,45616,52958,53260,8816,8874,1,1,1,1,"410_2005,13,310_2005,7","410_2006,13,310_2006,7",2005,2006,0.8613618339061143,0.8564776567780699,0.8677404718693285,0.8620689655172413,stasis
11372,2005_222,2006_240,7586,49032,55699,55699,8609,8609,1,1,1,1,"220_2005,25","220_2006,25",2005,2006,0.8803030575055207,0.8803030575055207,0.8811708676965966,0.8811708676965966,stasis
11374,2005_224,2006_213,8357,52639,63005,64298,9938,10126,1,1,1,1,"280_2005,45","280_2006,47",2005,2006,0.835473375128958,0.8186724314908707,0.8409136647212719,0.8253012048192772,stasis
11375,2005_225,2006_215,12280,74252,76783,76783,12639,12639,1,1,1,1,"280_2005,31","280_2006,31",2005,2006,0.9670369743302554,0.9670369743302554,0.9715958541023815,0.9715958541023815,stasis
11379,2005_229,2006_138,32856,203709,221780,235069,35676,37692,1,2,1,1,"480_2005,44","480_2006,44,070_2006,7",2005,2006,0.9185183515195239,0.8665923622425756,0.9209552640430542,0.871696911811525,stasis
11380,2005_230,2006_224,10293,64326,73011,72923,11645,11631,1,1,1,1,"160_2005,51","160_2006,51",2005,2006,0.8810453219377902,0.882108525430934,0.8838986689566337,0.8849625999484138,stasis
11383,2005_232,2006_700,8469,55008,75529,63240,11570,9708,1,1,2,1,"160_2005,24","160_2006,16",2005,2006,0.7283030359199778,0.8698292220113852,0.7319792566983578,0.8723733003708282,majority_out
11385,2005_234,2006_42,12176,78140,92412,871977,14350,137614,1,2,1,1,"160_2005,50","160_2006,524,180_2006,14",2005,2006,0.8455611825304074,0.08961245537439634,0.8485017421602787,0.08847936983155784,merge
11386,2005_235,2006_397,7639,51032,58343,58343,8720,8720,1,1,1,1,"490_2005,30","490_2006,30",2005,2006,0.8746893371955504,0.8746893371955504,0.8760321100917431,0.8760321100917431,stasis
11387,2005_236,2006_12,11828,77228,94255,2462919,14342,386831,1,3,1,1,"490_2005,29","330_2006,329,420_2006,210,490_2006,29,160_2006,26,100_2006,11,260_2006,8,460_2006,7,430_2006,6,140_2006,4,400_2006,2",2005,2006,0.819351758527399,0.031356289021279224,0.8247106400780924,0.030576660091874746,merge
11426,2005_276,2006_532,14390,91066,96811,96811,15253,15253,1,1,1,1,"070_2005,33","070_2006,33",2005,2006,0.9406575699042464,0.9406575699042464,0.943420966367272,0.943420966367272,stasis
11445,2005_295,2006_551,8374,50581,54381,54381,8989,8989,1,1,1,1,"070_2005,35","070_2006,35",2005,2006,0.930122653132528,0.930122653132528,0.9315830459450439,0.9315830459450439,stasis
11459,2005_309,2006_564,5252,32720,34019,34019,5442,5442,1,1,1,1,"070_2005,19","070_2006,19",2005,2006,0.9618154560686675,0.9618154560686675,0.9650863653068724,0.9650863653068724,stasis
11463,2005_313,2006_568,6335,38576,42518,42518,6945,6945,1,1,1,1,"070_2005,13","070_2006,13",2005,2006,0.9072863257914295,0.9072863257914295,0.912167026637869,0.912167026637869,stasis
11465,2005_315,2006_570,9181,57593,64413,64413,10197,10197,1,1,1,1,"070_2005,37","070_2006,37",2005,2006,0.8941207520221074,0.8941207520221074,0.9003628518191625,0.9003628518191625,stasis
11481,2005_331,2006_450,6784,41202,47514,47514,7781,7781,1,1,1,1,"100_2005,13","100_2006,13",2005,2006,0.8671549438060361,0.8671549438060361,0.8718673692327464,0.8718673692327464,stasis
11482,2005_332,2006_451,7642,48106,57870,57364,9110,9035,1,1,1,1,"100_2005,29","100_2006,29",2005,2006,0.8312770001728012,0.8386095809218325,0.8388583973655324,0.8458218040951854,stasis
11528,2005_377,2006_491,6872,41385,45680,50744,7515,8294,1,1,1,1,"100_2005,31","100_2006,32",2005,2006,0.905976357267951,0.8155644017026643,0.9144377910844976,0.8285507595852424,stasis
11574,2005_426,2006_13,5851,36035,44871,6904853,7245,1133641,1,5,1,1,"290_2005,15","260_2006,890,290_2006,200,310_2006,53,460_2006,37,120_2006,36,360_2006,30,210_2006,23,160_2006,21,020_2006,18,420_2006,13,150_2006,11,200_2006,10,400_2006,9",2005,2006,0.8030799402732277,0.005218793216886732,0.8075914423740511,0.005161245932354246,merge
11605,2005_458,2006_260,6748,43626,47667,47667,7326,7326,1,1,1,1,"300_2005,19","300_2006,19",2005,2006,0.9152243690603562,0.9152243690603562,0.9211029211029211,0.9211029211029211,stasis
11650,2005_503,2006_16,9205,58853,127600,3221769,19339,496587,1,4,1,2,"200_2005,45","200_2006,1034,290_2006,91,420_2006,88,500_2006,13,250_2006,6",2005,2006,0.46123040752351097,0.018267293527251642,0.47598117793060657,0.0185365303562115,splinter_in
11667,2005_520,2006_386,5158,30933,36333,36333,5996,5996,1,1,1,1,"240_2005,19","240_2006,19",2005,2006,0.8513747832548922,0.8513747832548922,0.8602401601067379,0.8602401601067379,stasis
11726,2005_579,2006_787,5214,32438,36654,36654,5879,5879,1,1,1,1,"250_2005,24","250_2006,24",2005,2006,0.8849784470999073,0.8849784470999073,0.886885524749107,0.886885524749107,stasis
11804,2005_665,2006_1,5255,31381,36700,4333590,6116,698022,1,4,1,1,"180_2005,21","120_2006,1031,150_2006,231,180_2006,90,310_2006,42,260_2006,39,420_2006,11,200_2006,8,280_2006,5",2005,2006,0.8550681198910082,0.007241340320611779,0.8592217135382603,0.007528416009810579,merge
11810,2005_671,2006_809,5607,34678,38750,38805,6257,6264,1,1,1,1,"180_2005,8","180_2006,8",2005,2006,0.894916129032258,0.8936477258085298,0.8961163496883491,0.8951149425287356,stasis
11817,2005_678,2006_816,6318,38477,41492,41492,6793,6793,1,1,1,1,"180_2005,14","180_2006,14",2005,2006,0.9273353899546901,0.9273353899546901,0.9300750772854409,0.9300750772854409,stasis
11825,2005_684,2006_81,8339,50202,55479,207068,9183,33297,1,2,1,1,"180_2005,31","180_2006,86",2005,2006,0.9048829286757152,0.242442096316186,0.9080910377872156,0.25044298285130795,growth
11827,2005_686,2006_823,7021,42674,50877,52032,8288,8457,1,1,1,1,"180_2005,20","180_2006,20",2005,2006,0.8387680091200346,0.8201491389913899,0.8471283783783784,0.8301998344566631,stasis
11849,2005_708,2006_733,17602,116327,130364,130364,19637,19637,1,1,1,1,"420_2005,61","420_2006,61",2005,2006,0.8923245681323064,0.8923245681323064,0.8963690991495646,0.8963690991495646,stasis
11873,2005_732,2006_756,6222,40867,45496,45496,6927,6927,1,1,1,1,"420_2005,39","420_2006,39",2005,2006,0.8982547916300334,0.8982547916300334,0.8982243395409268,0.8982243395409268,stasis
11875,2005_734,2006_758,5523,35639,43615,43615,6798,6798,1,1,1,1,"420_2005,29","420_2006,29",2005,2006,0.8171271351599221,0.8171271351599221,0.8124448367166813,0.8124448367166813,stasis
11878,2005_737,2006_39,6205,38707,41759,1045656,6686,161396,1,5,1,1,"420_2005,26","420_2006,236,290_2006,104,200_2006,48",2005,2006,0.9269139586675926,0.03701695395043877,0.9280586299730781,0.038445810305088104,merge
11882,2005_741,2006_763,9968,62047,70532,70532,11265,11265,1,1,1,1,"420_2005,31","420_2006,31",2005,2006,0.8796999943288153,0.8796999943288153,0.8848646249445185,0.8848646249445185,stasis
11904,2005_763,2006_911,5415,31644,40592,40592,6903,6903,1,1,1,1,"260_2005,24","260_2006,24",2005,2006,0.7795624753646039,0.7795624753646039,0.7844415471534115,0.7844415471534115,stasis
11916,2005_775,2006_923,6115,35711,43217,43217,7400,7400,1,1,1,1,"260_2005,17","260_2006,17",2005,2006,0.8263183469468034,0.8263183469468034,0.8263513513513514,0.8263513513513514,stasis
11922,2005_781,2006_13,12855,78440,95893,6904853,15613,1133641,1,5,1,1,"260_2005,6","260_2006,890,290_2006,200,310_2006,53,460_2006,37,120_2006,36,360_2006,30,210_2006,23,160_2006,21,020_2006,18,420_2006,13,150_2006,11,200_2006,10,400_2006,9",2005,2006,0.8179950569906042,0.011360125986751637,0.8233523345929674,0.01133956869943836,merge
11926,2005_785,2006_113,6518,39958,45772,395450,7442,63235,1,2,1,1,"260_2005,12","300_2006,96,260_2006,12",2005,2006,0.8729791138687407,0.1010443798204577,0.8758398280032249,0.10307582825966632,merge
11929,2005_788,2006_13,13948,85661,99126,6904853,15990,1133641,1,5,1,1,"310_2005,30","260_2006,890,290_2006,200,310_2006,53,460_2006,37,120_2006,36,360_2006,30,210_2006,23,160_2006,21,020_2006,18,420_2006,13,150_2006,11,200_2006,10,400_2006,9",2005,2006,0.8641627827209813,0.012405912189586078,0.8722951844903064,0.012303718725769446,merge
11930,2005_789,2006_907,8330,52048,64530,64516,10286,10287,1,1,1,1,"310_2005,20","310_2006,20",2005,2006,0.8065705873237254,0.806745613491227,0.8098386155940113,0.8097598911247205,stasis
11974,2005_833,2006_960,18979,114894,133052,133052,21897,21897,1,1,1,1,"220_2005,103","220_2006,103",2005,2006,0.863527042058744,0.863527042058744,0.8667397360369,0.8667397360369,stasis
11979,2005_838,2006_965,6060,38375,43782,43782,6830,6830,1,1,1,1,"220_2005,32","220_2006,32",2005,2006,0.8765017587136266,0.8765017587136266,0.8872620790629575,0.8872620790629575,stasis
11980,2005_839,2006_966,9601,62441,69694,69694,10672,10672,1,1,1,1,"220_2005,13","220_2006,13",2005,2006,0.8959307831377163,0.8959307831377163,0.899643928035982,0.899643928035982,stasis
12009,2005_868,2006_639,24787,153060,171687,171687,27636,27636,1,1,1,1,"020_2005,41","020_2006,41",2005,2006,0.8915060546226563,0.8915060546226563,0.8969098277608916,0.8969098277608916,stasis
12015,2005_874,2006_645,12811,77970,85018,85477,13903,13974,1,2,1,1,"020_2005,51","020_2006,52",2005,2006,0.9170999082547225,0.9121752050259134,0.9214558009062792,0.9167740088736225,stasis
12019,2005_878,2006_594,11007,73190,82282,82282,12334,12334,1,1,1,1,"150_2005,44","150_2006,44",2005,2006,0.8895019566855449,0.8895019566855449,0.8924112210150803,0.8924112210150803,stasis
12046,2005_905,2006_620,5324,34428,38199,38190,5889,5888,1,1,1,1,"150_2005,14","150_2006,14",2005,2006,0.9012801382235137,0.9014925373134328,0.9040584139921888,0.9042119565217391,stasis
12053,2005_912,2006_627,6553,40498,48456,48456,7804,7804,1,1,1,1,"150_2005,17","150_2006,17",2005,2006,0.8357685322767047,0.8357685322767047,0.8396975909789851,0.8396975909789851,stasis
12055,2005_914,2006_630,6180,38851,47300,47300,7494,7494,1,1,1,1,"150_2005,13","150_2006,13",2005,2006,0.8213742071881607,0.8213742071881607,0.8246597277822257,0.8246597277822257,stasis
12061,2005_920,2006_713,5146,32526,35689,35689,5628,5628,1,1,1,1,"480_2005,27","480_2006,27",2005,2006,0.9113732522626019,0.9113732522626019,0.9143567874911158,0.9143567874911158,stasis
12075,2005_934,2006_666,8005,48260,60731,60731,10033,10033,1,1,1,1,"050_2005,20","050_2006,20",2005,2006,0.7946518252622219,0.7946518252622219,0.7978670387720522,0.7978670387720522,stasis
12076,2005_935,2006_667,5716,35854,41621,41621,6583,6583,1,1,1,1,"050_2005,15","050_2006,15",2005,2006,0.8614401383916773,0.8614401383916773,0.8682971289685554,0.8682971289685554,stasis
12089,2005_948,2006_707,8626,52668,62133,63343,10165,10373,1,1,1,1,"380_2005,23","380_2006,23",2005,2006,0.8476654917676597,0.8314730909492761,0.8485981308411215,0.8315819917092452,stasis
12093,2005_952,2006_147,9609,60404,62682,119078,9961,19105,1,2,1,2,"160_2005,30","160_2006,93",2005,2006,0.9636578284036884,0.5072641461898924,0.964662182511796,0.5029573410102067,growth
12094,2005_953,2006_147,5535,33940,48645,119078,7956,19105,1,2,1,2,"160_2005,58","160_2006,93",2005,2006,0.6977078836468291,0.2850232620635214,0.6957013574660633,0.28971473436273226,majority_out
12102,2005_961,2006_679,16996,104917,106329,106329,17195,17195,1,1,1,1,"160_2005,45","160_2006,45",2005,2006,0.9867204619623997,0.9867204619623997,0.9884268682756615,0.9884268682756615,stasis
12115,2005_974,2006_690,5213,32002,33741,33741,5472,5472,1,1,1,1,"160_2005,26","160_2006,26",2005,2006,0.9484603301621173,0.9484603301621173,0.9526681286549707,0.9526681286549707,stasis
12123,2005_982,2006_699,6919,42926,45976,45976,7382,7382,1,1,1,1,"160_2005,17","160_2006,17",2005,2006,0.9336610405428919,0.9336610405428919,0.937279869953942,0.937279869953942,stasis
12130,2005_989,2006_706,7143,46844,55662,55662,8431,8431,1,1,1,1,"160_2005,28","160_2006,28",2005,2006,0.8415795336135964,0.8415795336135964,0.8472304590202823,0.8472304590202823,stasis
12132,2006_0,2007_0,419799,2562838,2816820,2816574,458862,458897,1,2,1,1,"250_2006,1941,480_2006,88,430_2006,63,420_2006,42,150_2006,21,070_2006,21,180_2006,20,310_2006,19,100_2006,9,220_2006,8,280_2006,4","250_2007,1942,480_2007,88,430_2007,63,420_2007,42,180_2007,21,150_2007,21,070_2007,21,310_2007,19,100_2007,9,220_2007,8,280_2007,4",2006,2007,0.9098337841963633,0.9099132492169565,0.9148698301450109,0.914800053170973,stasis
12133,2006_1,2007_1,612179,3779345,4333590,4335716,698022,698355,4,1,1,1,"120_2006,1031,150_2006,231,180_2006,90,310_2006,42,260_2006,39,420_2006,11,200_2006,8,280_2006,5","120_2007,1031,150_2007,231,180_2007,91,310_2007,42,260_2007,39,420_2007,11,200_2007,8,280_2007,5",2006,2007,0.8721048830184673,0.8716772500781877,0.8770196354842684,0.8766014419600346,stasis
12134,2006_2,2007_2,62903,373151,434150,434150,72570,72570,2,1,1,1,"460_2006,361,330_2006,8","460_2007,361,330_2007,8",2006,2007,0.859497869399977,0.859497869399977,0.8667906848560011,0.8667906848560011,stasis
12135,2006_3,2007_3,23180,144974,152884,152884,24235,24235,1,1,1,1,"360_2006,414","360_2007,414",2006,2007,0.9482614269642343,0.9482614269642343,0.9564679182999793,0.9564679182999793,stasis
12136,2006_4,2007_4,400173,2481216,2971297,2971112,476950,476912,4,1,1,3,"190_2006,939,260_2006,210,150_2006,83,220_2006,42,360_2006,31,270_2006,21,420_2006,8,460_2006,7,210_2006,7,180_2006,6,490_2006,4","190_2007,939,260_2007,210,150_2007,83,220_2007,42,360_2007,31,270_2007,21,420_2007,8,460_2007,7,210_2007,7,180_2007,6,490_2007,4",2006,2007,0.83506159094833,0.835113587101395,0.8390250550372157,0.8390919079410877,stasis
