,from_cluster,to_cluster,tokens_n,chars_n,from_cluster_chars_n,to_cluster_chars_n,from_cluster_tokens_n,to_cluster_tokens_n,from_cluster_in_degree,to_cluster_in_degree,from_cluster_out_degree,to_cluster_out_degree,from_cluster_law_names,to_cluster_law_names,from_cluster_bipartite,to_cluster_bipartite,chars_n_fraction_of_from_cluster,chars_n_fraction_of_to_cluster,tokens_n_fraction_of_from_cluster,tokens_n_fraction_of_to_cluster,event_category
19748,2013_88,2014_100,22895,148072,167302,167302,25680,25680,1,1,1,1,"510_2013,73","510_2014,73",2013,2014,0.8850581583005582,0.8850581583005582,0.8915498442367601,0.8915498442367601,stasis
19749,2013_89,2014_101,43512,272519,313700,312526,50028,49797,1,1,1,1,"020_2013,92,510_2013,2","020_2014,92,510_2014,2",2013,2014,0.8687248963978323,0.8719882505775519,0.8697529383545215,0.8737875775649135,stasis
19750,2013_90,2014_95,61492,414392,514328,493033,76221,72899,1,2,2,2,"060_2013,93,460_2013,28,330_2013,20,490_2013,15","060_2014,93,460_2014,28,490_2014,15,330_2014,13",2013,2014,0.8056959761086311,0.8404954637924845,0.8067592920586191,0.8435232307713412,stasis
19751,2013_90,2014_576,5331,33357,514328,36847,76221,5862,1,1,2,1,"060_2013,93,460_2013,28,330_2013,20,490_2013,15","330_2014,20",2013,2014,0.0648555007699367,0.9052840122669417,0.06994135474475538,0.9094165813715456,split
19752,2013_91,2014_91,13058,84674,96450,96450,14782,14782,1,1,1,1,"380_2013,40,290_2013,29","380_2014,40,290_2014,29",2013,2014,0.8779056505961638,0.8779056505961638,0.883371668245163,0.883371668245163,stasis
19753,2013_92,2014_89,7564,47062,53422,53422,8549,8549,1,1,1,1,"070_2013,17,120_2013,12,490_2013,11","070_2014,17,120_2014,12,490_2014,11",2013,2014,0.8809479240762232,0.8809479240762232,0.8847818458299216,0.8847818458299216,stasis
19754,2013_93,2014_96,52353,331790,382887,382084,59919,59784,1,1,1,1,"150_2013,58,490_2013,49,500_2013,21","150_2014,58,490_2014,49,500_2014,21",2013,2014,0.8665480938240264,0.8683692591157965,0.8737295348720773,0.8757025291047772,stasis
19755,2013_94,2014_94,14548,88829,97695,98018,15961,15995,2,1,1,1,"020_2013,40,390_2013,20,440_2013,10","020_2014,40,390_2014,20,440_2014,10",2013,2014,0.9092481703260147,0.9062519129139546,0.9114717122987281,0.9095342294467021,stasis
19756,2013_95,2014_90,30015,183082,194545,194137,31861,31787,1,1,1,1,"070_2013,69","070_2014,69",2013,2014,0.941077899714719,0.9430556771764269,0.9420608267160478,0.9442539402900557,stasis
19757,2013_96,2014_92,24205,150929,180549,180581,28767,28771,1,1,1,1,"390_2013,54,490_2013,12","390_2014,54,490_2014,12",2013,2014,0.8359448127655097,0.8357966784988454,0.8414155108283797,0.8412985297695597,stasis
19758,2013_97,2014_74,66013,414419,479220,753378,75920,119929,1,3,2,1,"330_2013,345","330_2014,481,260_2014,7",2013,2014,0.8647781812111348,0.5500811013860241,0.8695073761854584,0.5504340067873492,growth
19760,2013_98,2014_114,22032,135519,143574,143574,23241,23241,1,1,1,1,"450_2013,42,420_2013,19,490_2013,1","450_2014,42,420_2014,19,490_2014,1",2013,2014,0.9438965272263781,0.9438965272263781,0.9479798631728411,0.9479798631728411,stasis
19761,2013_99,2014_120,97798,620264,691526,691869,108535,108567,1,1,1,1,"220_2013,577,160_2013,25,440_2013,17","220_2014,583,160_2014,25,440_2014,17",2013,2014,0.8969496446988255,0.896504974207545,0.9010733864651955,0.9008077961074729,stasis
19763,2013_100,2014_122,38521,238491,270413,271771,43466,43633,1,1,2,1,"020_2013,56,220_2013,12,150_2013,9","520_2014,32,020_2014,14,220_2014,12,150_2014,9",2013,2014,0.8819509417076842,0.8775439616441784,0.8862329176827866,0.8828409689913598,stasis
19764,2013_101,2014_104,8195,49480,59630,59630,9734,9734,1,1,1,1,"030_2013,20,280_2013,14,350_2013,6","030_2014,20,280_2014,14,350_2014,6",2013,2014,0.8297836659399631,0.8297836659399631,0.841894390795151,0.841894390795151,stasis
19765,2013_102,2014_113,38724,231657,285244,278211,47557,46355,1,1,1,1,"260_2013,36,310_2013,30,490_2013,6","260_2014,36,310_2014,30,490_2014,6",2013,2014,0.8121362763108075,0.8326665732124179,0.8142649872784238,0.8353791392514291,stasis
19766,2013_103,2014_97,7280,48459,53426,60811,8002,9099,1,2,1,2,"150_2013,19,300_2013,11,310_2013,8","150_2014,19,300_2014,11,310_2014,8,540_2014,4",2013,2014,0.9070302848800209,0.796878854154676,0.9097725568607848,0.8000879217496428,stasis
19767,2013_104,2014_71,17207,109771,132847,420110,20690,65540,1,3,1,2,"490_2013,36,260_2013,13","490_2014,112,260_2014,13,540_2014,8",2013,2014,0.8262964161780093,0.26129109042869725,0.8316578057032383,0.2625419591089411,merge
19768,2013_105,2014_116,18729,113903,133425,133425,21826,21826,1,1,1,1,"180_2013,69,490_2013,2","180_2014,69,490_2014,2",2013,2014,0.8536855911560802,0.8536855911560802,0.8581050123705672,0.8581050123705672,stasis
19769,2013_106,2014_112,13525,83133,100506,100506,16180,16180,1,1,1,1,"180_2013,15,170_2013,14,490_2013,6","180_2014,15,170_2014,14,490_2014,6",2013,2014,0.8271446480807116,0.8271446480807116,0.8359085290482077,0.8359085290482077,stasis
19770,2013_107,2014_111,8806,55324,65253,66588,10295,10490,1,1,1,1,"360_2013,14,400_2013,9,170_2013,5,280_2013,1","360_2014,14,400_2014,9,170_2014,5,280_2014,1",2013,2014,0.8478384135595298,0.8308403916621614,0.8553666828557552,0.8394661582459485,stasis
19771,2013_108,2014_135,16638,104231,139714,122135,22272,19319,1,1,2,1,"070_2013,67,210_2013,35","070_2014,68",2013,2014,0.7460311779778691,0.8534081139722438,0.7470366379310345,0.8612247010714841,majority_out
19773,2013_109,2014_123,7824,49007,57997,58003,9178,9183,1,1,1,1,"460_2013,38","460_2014,38",2013,2014,0.8449919823439144,0.8449045739013499,0.8524733057310961,0.8520091473374715,stasis
19774,2013_110,2014_110,76954,466854,486597,486401,80091,80042,1,1,1,2,"300_2013,88,330_2013,50,290_2013,21,420_2013,5","300_2014,89,330_2014,50,290_2014,21,420_2014,5",2013,2014,0.9594263836398498,0.9598129938055227,0.9608320535390993,0.9614202543664576,stasis
19777,2013_111,2014_134,73762,466931,572447,545111,89727,85539,1,1,4,1,"420_2013,60,070_2013,31","420_2014,61,070_2014,13",2013,2014,0.8156755123181709,0.8565796690949182,0.8220713943406109,0.8623201112942634,stasis
19779,2013_112,2014_119,46262,289523,327182,327214,52060,52064,1,1,1,1,"160_2013,116,300_2013,5","160_2014,116,300_2014,5",2013,2014,0.8848989247574744,0.8848123857781146,0.8886285055704956,0.888560233558697,stasis
19780,2013_113,2014_124,28155,179393,203452,203452,31863,31863,1,1,1,1,"160_2013,48","160_2014,48",2013,2014,0.881746062953424,0.881746062953424,0.883626777139629,0.883626777139629,stasis
19781,2013_114,2014_240,23373,142952,532999,160698,85531,26113,1,1,2,1,"120_2013,142","120_2014,55",2013,2014,0.2682031298370166,0.8895692541288628,0.27326934094071154,0.8950714203653353,split
19782,2013_114,2014_241,52269,325856,532999,371657,85531,59301,1,1,2,1,"120_2013,142","120_2014,87",2013,2014,0.6113632483363008,0.876765404660749,0.6111117606481861,0.8814185258258714,split
19783,2013_115,2014_87,28621,172508,193691,237089,32083,38991,3,3,1,1,"020_2013,154","020_2014,180",2013,2014,0.8906350837158153,0.7276086195479334,0.8920923853754325,0.7340411889923316,growth
19784,2013_116,2014_125,8159,47555,95048,95061,14865,14866,1,1,1,1,"280_2013,80,020_2013,15","280_2014,80,020_2014,15",2013,2014,0.5003261509973908,0.5002577292475358,0.5488731920618903,0.548836270684784,majority_io
19786,2013_118,2014_173,5322,32900,139185,36516,22766,5896,2,1,2,1,"100_2013,84","100_2014,18",2013,2014,0.23637604626935374,0.900974915105707,0.23376965650531495,0.9026458616010855,split
19787,2013_118,2014_179,15193,91693,139185,105898,22766,17369,2,1,2,1,"100_2013,84","100_2014,66",2013,2014,0.6587850702302691,0.8658614893576838,0.6673548273741544,0.874719327537567,split
19789,2013_120,2014_105,25371,150740,167954,170055,28110,28456,1,1,1,1,"140_2013,184,330_2013,58","140_2014,186,330_2014,58",2013,2014,0.8975076509044143,0.8864190997030372,0.9025613660618996,0.8915870115265674,stasis
19790,2013_121,2014_115,6716,44073,52332,52332,7947,7947,1,1,1,1,"490_2013,19","490_2014,19",2013,2014,0.8421806925017198,0.8421806925017198,0.8450987794136152,0.8450987794136152,stasis
19791,2013_122,2014_121,8901,56757,80137,73745,12650,11563,1,1,1,1,"440_2013,63","440_2014,55",2013,2014,0.7082496225214321,0.7696386195674283,0.7036363636363636,0.769782928305803,majority_out
19794,2013_125,2014_133,6375,40330,47738,47579,7529,7499,1,1,1,1,"220_2013,14,070_2013,8","220_2014,14,070_2014,8",2013,2014,0.8448196405379362,0.847642867651695,0.8467259928277328,0.8501133484464596,stasis
19795,2013_126,2014_126,5365,32928,36655,36399,5934,5886,1,1,1,1,"220_2013,15,280_2013,5,030_2013,3","220_2014,15,280_2014,5,030_2014,3",2013,2014,0.8983221934251807,0.9046402373691584,0.9041118975396023,0.9114848793747876,stasis
19796,2013_127,2014_155,6983,41557,42255,42255,7085,7085,1,1,1,1,"280_2013,41,350_2013,8","280_2014,41,350_2014,8",2013,2014,0.9834812448230978,0.9834812448230978,0.9856033874382498,0.9856033874382498,stasis
19797,2013_128,2014_632,9341,58313,79697,70097,12610,11143,1,1,2,1,"310_2013,37,050_2013,2","310_2014,34",2013,2014,0.7316837522115011,0.8318900951538583,0.740761300555115,0.8382841245625056,majority_out
19799,2013_129,2014_153,30696,178819,208232,207809,35643,35569,1,1,1,1,"260_2013,70,280_2013,24","260_2014,70,280_2014,24",2013,2014,0.8587488954627531,0.8604968985943824,0.8612069691103442,0.8629986786246451,stasis
19800,2013_130,2014_150,57309,357684,396714,396349,63442,63361,1,1,1,1,"300_2013,97,260_2013,12","300_2014,98,260_2014,12",2013,2014,0.9016167818630045,0.9024470857754151,0.9033290249361622,0.9044838307476207,stasis
19801,2013_131,2014_156,16793,104074,118115,118115,19031,19031,1,1,1,1,"180_2013,67","180_2014,67",2013,2014,0.8811243279854379,0.8811243279854379,0.882402396090589,0.882402396090589,stasis
19802,2013_132,2014_157,9816,62991,67916,67916,10566,10566,1,1,1,1,"150_2013,27,180_2013,13","150_2014,27,180_2014,13",2013,2014,0.9274839507627068,0.9274839507627068,0.9290176036342986,0.9290176036342986,stasis
19803,2013_133,2014_128,10652,66515,76299,76299,12119,12119,1,1,1,1,"420_2013,42,100_2013,6,180_2013,1","420_2014,42,100_2014,6,180_2014,1",2013,2014,0.871767650952175,0.871767650952175,0.8789504084495421,0.8789504084495421,stasis
19805,2013_135,2014_129,10122,62282,72106,75585,11615,12154,1,1,1,1,"360_2013,44,100_2013,28,040_2013,10","360_2014,44,100_2014,30,040_2014,10",2013,2014,0.8637561367986021,0.8239994707944698,0.871459319845028,0.8328122428830015,stasis
19806,2013_136,2014_141,6919,42000,48173,48173,7879,7879,1,1,1,1,"040_2013,26,470_2013,19,360_2013,15","040_2014,26,470_2014,19,360_2014,15",2013,2014,0.8718576796130613,0.8718576796130613,0.8781571265389009,0.8781571265389009,stasis
19807,2013_137,2014_88,10749,66865,79041,95037,12636,15237,1,2,1,1,"100_2013,37,460_2013,12","100_2014,37,460_2014,18,140_2014,13",2013,2014,0.8459533659746208,0.7035680840093859,0.850664767331434,0.7054538294939949,growth
19808,2013_138,2014_117,18226,108981,135223,143530,22523,23824,1,2,1,2,"050_2013,61,420_2013,13,160_2013,8","050_2014,61,420_2014,13,160_2014,8,540_2014,4",2013,2014,0.8059353808153938,0.7592907406117188,0.8092172445944146,0.7650268636668905,stasis
19809,2013_139,2014_3,9063,56721,67841,15833520,10792,2507843,1,3,1,2,"420_2013,41","420_2014,2269,210_2014,412,070_2014,90,240_2014,57,200_2014,44,450_2014,32,400_2014,24,150_2014,23,260_2014,20,050_2014,14,220_2014,11,350_2014,10,310_2014,8,500_2014,4,280_2014,2,490_2014,1",2013,2014,0.8360873218260344,0.003582336713504009,0.8397887323943662,0.003613862590281768,merge
19811,2013_141,2014_159,6679,41796,48246,48246,7684,7684,1,1,1,2,"150_2013,14,160_2013,12,050_2013,6","150_2014,14,160_2014,12,050_2014,6",2013,2014,0.8663101604278075,0.8663101604278075,0.8692087454450806,0.8692087454450806,stasis
19812,2013_142,2014_160,27692,171371,195632,196750,31371,31544,1,1,1,1,"380_2013,82","380_2014,83",2013,2014,0.8759865461683161,0.8710088945362134,0.8827260846004271,0.8778848592442303,stasis
19813,2013_143,2014_148,13669,85249,93414,93375,14900,14893,1,1,1,1,"150_2013,31,430_2013,12","150_2014,31,430_2014,12",2013,2014,0.9125934014173465,0.9129745649263722,0.9173825503355705,0.917813737997717,stasis
19814,2013_144,2014_163,10186,63410,74319,74319,11878,11878,1,1,1,1,"150_2013,33","150_2014,33",2013,2014,0.8532138484102316,0.8532138484102316,0.8575517763933322,0.8575517763933322,stasis
19815,2013_145,2014_137,11250,71671,78374,82097,12222,12801,1,2,1,1,"150_2013,57,440_2013,44,290_2013,13","150_2014,62,440_2014,44,290_2014,13",2013,2014,0.9144741878684257,0.8730038856474658,0.9204712812960235,0.8788375908132178,stasis
19817,2013_147,2014_131,21430,130370,146774,146598,24000,23967,1,1,1,1,"070_2013,56,150_2013,19","070_2014,56,150_2014,19",2013,2014,0.8882363361358279,0.8893027190002593,0.8929166666666667,0.8941461175783368,stasis
19818,2013_148,2014_164,21553,132547,148689,150449,24037,24292,2,1,1,1,"020_2013,119","020_2014,121",2013,2014,0.8914378333299706,0.8810095115288237,0.8966593168864667,0.8872468302321752,stasis
19820,2013_150,2014_284,6053,37044,49239,42972,8040,6977,1,1,2,1,"100_2013,46","100_2014,23",2013,2014,0.7523304697495887,0.862049706785814,0.7528606965174129,0.8675648559552817,stasis
19822,2013_151,2014_130,6780,40316,47246,47246,7901,7901,1,1,1,1,"100_2013,45","100_2014,45",2013,2014,0.8533209160563857,0.8533209160563857,0.8581192254145045,0.8581192254145045,stasis
19824,2013_153,2014_48,15318,94144,102948,523296,16671,84517,1,2,1,1,"070_2013,51","070_2014,190",2013,2014,0.9144810972529821,0.17990582767687885,0.9188411013136585,0.18124164369298484,merge
19825,2013_154,2014_143,17099,107760,126422,126422,19805,19805,1,1,1,1,"490_2013,36","490_2014,36",2013,2014,0.8523832877189097,0.8523832877189097,0.8633678364049483,0.8633678364049483,stasis
19826,2013_155,2014_144,11802,74562,90616,90415,14177,14143,1,1,1,1,"490_2013,28","490_2014,28",2013,2014,0.8228348194579324,0.824664049106896,0.832475135783311,0.8344764194301068,stasis
19827,2013_156,2014_145,10923,67110,79614,79614,12807,12807,1,1,1,1,"490_2013,34","490_2014,34",2013,2014,0.8429421960961639,0.8429421960961639,0.8528929491684235,0.8528929491684235,stasis
19828,2013_157,2014_142,5819,35785,38561,38621,6258,6266,1,1,1,1,"130_2013,48","130_2014,48",2013,2014,0.9280101657114701,0.9265684472178348,0.9298497922658997,0.9286626236833706,stasis
19830,2013_159,2014_140,6119,38107,45604,45604,7261,7261,1,1,1,1,"390_2013,19","390_2014,19",2013,2014,0.8356065257433558,0.8356065257433558,0.8427213882385346,0.8427213882385346,stasis
19832,2013_161,2014_222,23218,140201,144949,144949,23948,23948,1,1,1,1,"450_2013,26","450_2014,26",2013,2014,0.967243651215255,0.967243651215255,0.969517287456155,0.969517287456155,stasis
19834,2013_163,2014_221,7287,47747,54858,54442,8365,8287,2,1,1,1,"220_2013,41","220_2014,41",2013,2014,0.8703744212330016,0.8770250909224496,0.8711297071129707,0.8793290696271269,stasis
19835,2013_164,2014_203,9375,61308,71198,71443,10852,10882,1,1,1,2,"500_2013,37,220_2013,6","500_2014,37,220_2014,6",2013,2014,0.8610916036967331,0.8581386559914898,0.8638960560265388,0.8615144274949458,stasis
19836,2013_165,2014_214,15206,94841,109953,113004,17528,17967,1,1,1,1,"310_2013,39,050_2013,12","310_2014,42,050_2014,12",2013,2014,0.8625594572226315,0.839271176241549,0.8675262437243267,0.8463293816441253,stasis
19837,2013_166,2014_216,8019,49969,56473,56466,9015,9014,1,1,1,1,"310_2013,28,360_2013,2","310_2014,28,360_2014,2",2013,2014,0.8848299187222213,0.8849396096766196,0.8895174708818636,0.8896161526514311,stasis
19838,2013_167,2014_217,58489,357141,454019,454802,73929,74049,1,1,1,1,"260_2013,115,310_2013,1","260_2014,115,310_2014,1",2013,2014,0.7866212647488321,0.7852669953078483,0.7911509691731256,0.7898688706127024,stasis
19840,2013_169,2014_213,22026,128996,185505,166850,31494,28388,1,1,1,1,"260_2013,56,440_2013,8","260_2014,56,440_2014,8",2013,2014,0.6953774830867092,0.7731255618819298,0.6993713088207277,0.7758912216429478,majority_out
19841,2013_170,2014_74,5851,34995,50532,753378,8484,119929,1,3,1,1,"260_2013,9,330_2013,3","330_2014,481,260_2014,7",2013,2014,0.6925314652101638,0.04645078566138114,0.6896511079679396,0.04878719909279657,splinter_in
19842,2013_171,2014_202,17922,109551,139286,141022,22615,22870,1,1,1,1,"260_2013,35,490_2013,19","260_2014,35,490_2014,19",2013,2014,0.7865183866289505,0.7768362383174257,0.792482865354853,0.7836466987319632,stasis
19843,2013_172,2014_191,7277,43433,53309,53101,8875,8836,1,1,1,1,"070_2013,19,260_2013,2","070_2014,19,260_2014,2",2013,2014,0.8147404753418748,0.8179318656899117,0.819943661971831,0.8235626980534179,stasis
19844,2013_173,2014_218,27970,174229,205988,215147,32905,34354,1,1,1,1,"420_2013,43,260_2013,1","420_2014,44,260_2014,1",2013,2014,0.845821115793153,0.809813755246413,0.8500227928886187,0.8141701111952029,stasis
19845,2013_174,2014_219,11927,72178,82721,82721,13608,13608,1,1,1,1,"260_2013,26,150_2013,5","260_2014,26,150_2014,5",2013,2014,0.8725474788747718,0.8725474788747718,0.8764697236919459,0.8764697236919459,stasis
19846,2013_175,2014_180,5222,32068,34038,34038,5512,5512,1,1,1,1,"260_2013,22,100_2013,10","260_2014,22,100_2014,10",2013,2014,0.9421235090193313,0.9421235090193313,0.9473875181422351,0.9473875181422351,stasis
19851,2013_180,2014_193,5970,35665,37450,37450,6228,6228,1,1,1,1,"180_2013,16,290_2013,14","180_2014,16,290_2014,14",2013,2014,0.9523364485981308,0.9523364485981308,0.9585741811175337,0.9585741811175337,stasis
19852,2013_181,2014_237,8652,52384,56108,56108,9209,9209,1,1,1,2,"180_2013,31","180_2014,31",2013,2014,0.9336280031368076,0.9336280031368076,0.9395156911716799,0.9395156911716799,stasis
19853,2013_182,2014_238,5513,33369,38455,38455,6306,6306,1,1,1,1,"180_2013,25,050_2013,10","180_2014,25,050_2014,10",2013,2014,0.8677415160577299,0.8677415160577299,0.8742467491278147,0.8742467491278147,stasis
19856,2013_185,2014_1085,17192,110889,134927,127792,20844,19715,1,1,2,1,"150_2013,40,360_2013,11","150_2014,40",2013,2014,0.8218444047521993,0.8677303743583323,0.8247937056227211,0.8720263758559472,stasis
19858,2013_186,2014_233,17285,108010,121865,122081,19421,19442,1,1,1,1,"020_2013,115,360_2013,12","020_2014,116,360_2014,12",2013,2014,0.8863086201944775,0.8847404592033158,0.8900159621028784,0.8890546240098756,stasis
19860,2013_188,2014_174,5315,34802,43078,42932,6481,6457,2,1,1,1,"100_2013,10,510_2013,6","100_2014,10,510_2014,6",2013,2014,0.8078833743442129,0.8106307649305879,0.8200894923622898,0.8231376800371689,stasis
19869,2013_196,2014_223,14788,93442,101514,105899,16024,16685,1,1,1,1,"420_2013,54,160_2013,12","420_2014,54,160_2014,12",2013,2014,0.9204838741454381,0.8823690497549552,0.9228657014478283,0.8863050644291279,stasis
19870,2013_197,2014_224,12383,79931,90603,90603,13955,13955,1,1,1,1,"420_2013,33","420_2014,33",2013,2014,0.8822114058033399,0.8822114058033399,0.8873522035112863,0.8873522035112863,stasis
19871,2013_198,2014_225,161717,1033814,1222448,1221929,190577,190533,1,1,1,1,"420_2013,185","420_2014,185",2013,2014,0.845691595879743,0.8460507934585397,0.8485651468960053,0.8487611069998373,stasis
19872,2013_199,2014_226,8241,55397,66814,66814,9934,9934,1,1,1,1,"420_2013,14,150_2013,13","420_2014,14,150_2014,13",2013,2014,0.829122638967881,0.829122638967881,0.8295751962955507,0.8295751962955507,stasis
19875,2013_202,2014_136,32785,203159,221451,234622,35637,37636,1,2,1,1,"480_2013,44","480_2014,44,070_2014,7",2013,2014,0.9173993343900005,0.8658991910392034,0.9199708168476584,0.8711074503135297,stasis
19876,2013_203,2014_244,10612,66986,69978,69973,11077,11077,1,1,1,1,"160_2013,35","160_2014,35",2013,2014,0.9572437051644803,0.9573121060980664,0.9580211248532996,0.9580211248532996,stasis
19877,2013_204,2014_245,10560,66154,75188,75186,11956,11954,2,1,1,2,"160_2013,53","160_2014,53",2013,2014,0.8798478480608608,0.8798712526268189,0.8832385413181666,0.8833863142044504,stasis
19878,2013_205,2014_185,6181,37504,43618,43591,7139,7134,1,1,1,1,"100_2013,31,160_2013,6","100_2014,31,160_2014,6",2013,2014,0.8598285111651153,0.8603610837099401,0.8658075360694775,0.8664143537987103,stasis
19881,2013_207,2014_512,5363,34151,58523,36510,8926,5721,1,1,2,1,"430_2013,54,160_2013,14","430_2014,54",2013,2014,0.5835483485125507,0.935387565050671,0.6008290387631637,0.9374235273553575,majority_out
19886,2013_209,2014_146,5421,34210,87649,58709,13585,9235,1,2,4,1,"160_2013,46","160_2014,14,540_2014,9",2013,2014,0.390306791862999,0.5827045257115604,0.3990430622009569,0.5870059556036816,majority_in
19890,2013_212,2014_199,17989,113996,135726,135726,21177,21177,1,1,1,1,"490_2013,46,150_2013,6","490_2014,46,150_2014,6",2013,2014,0.8398980298542652,0.8398980298542652,0.8494593190725788,0.8494593190725788,stasis
19892,2013_214,2014_251,5895,34824,37609,37609,6357,6357,1,1,1,1,"280_2013,13,150_2013,12","280_2014,13,150_2014,12",2013,2014,0.9259485761386902,0.9259485761386902,0.9273242095327985,0.9273242095327985,stasis
19893,2013_215,2014_209,47723,303970,372659,372659,58328,58328,1,1,1,1,"150_2013,74,200_2013,51","150_2014,74,200_2014,51",2013,2014,0.8156786767527417,0.8156786767527417,0.8181833767658757,0.8181833767658757,stasis
19895,2013_217,2014_176,19600,130455,155510,147024,23373,22041,1,1,1,1,"150_2013,33,100_2013,4","150_2014,33,100_2014,4",2013,2014,0.8388849591666131,0.8873041136141038,0.8385744234800838,0.8892518488271857,stasis
19896,2013_218,2014_253,6155,36228,38912,38768,6582,6555,1,1,1,1,"020_2013,40","020_2014,40",2013,2014,0.9310238486842105,0.9344820470491126,0.9351261014889092,0.938977879481312,stasis
19899,2013_221,2014_250,5166,30387,34023,34023,5764,5764,1,1,1,1,"280_2013,22","280_2014,22",2013,2014,0.8931311171854334,0.8931311171854334,0.8962526023594726,0.8962526023594726,stasis
19901,2013_223,2014_194,26021,159089,173249,173249,28288,28288,1,1,1,1,"290_2013,86","290_2014,86",2013,2014,0.9182679265103983,0.9182679265103983,0.9198600113122172,0.9198600113122172,stasis
19902,2013_224,2014_167,11330,72202,82524,84170,12849,13161,1,1,1,1,"100_2013,33","100_2014,33",2013,2014,0.8749212350346566,0.8578115718189379,0.8817806833216593,0.860876833067396,stasis
19903,2013_225,2014_169,6315,38078,40981,40981,6749,6749,1,1,1,1,"100_2013,32","100_2014,32",2013,2014,0.9291622947219443,0.9291622947219443,0.9356941769150985,0.9356941769150985,stasis
19906,2013_228,2014_172,7141,43616,49332,49332,8078,8078,1,1,1,1,"100_2013,19,370_2013,5","100_2014,19,370_2014,5",2013,2014,0.884132003567664,0.884132003567664,0.8840059420648675,0.8840059420648675,stasis
19913,2013_235,2014_188,9814,59627,63569,63505,10448,10436,1,1,1,1,"070_2013,28","070_2014,28",2013,2014,0.9379886422627381,0.9389339422092748,0.9393185298621746,0.9403986201609812,stasis
19914,2013_236,2014_189,6725,42425,46957,46908,7387,7378,1,1,1,1,"500_2013,35,070_2013,9","500_2014,35,070_2014,9",2013,2014,0.903486168196435,0.9044299479832865,0.91038310545553,0.9114936297099485,stasis
19916,2013_238,2014_165,9212,59432,76300,75474,11711,11575,1,1,1,1,"140_2013,38","140_2014,38",2013,2014,0.7789252948885976,0.7874499827755254,0.7866108786610879,0.79585313174946,stasis
19918,2013_239,2014_256,7563,47470,54404,56937,8627,9018,1,1,3,1,"140_2013,49,200_2013,21","140_2014,52",2013,2014,0.8725461363135064,0.833728506946274,0.876666280282833,0.8386560212907518,stasis
19920,2013_240,2014_197,14715,103205,123545,123593,17368,17377,1,1,1,1,"230_2013,17,490_2013,14","230_2014,17,490_2014,14",2013,2014,0.8353636326844469,0.8350392012492617,0.8472478120681713,0.8468090004028314,stasis
19922,2013_242,2014_71,35635,226120,273951,420110,42827,65540,1,3,1,2,"490_2013,76","490_2014,112,260_2014,13,540_2014,8",2013,2014,0.8254030830330972,0.5382399847658946,0.8320685548836014,0.5437137625877326,merge
19923,2013_243,2014_149,24371,143911,153981,203705,25936,33486,1,2,1,2,"330_2013,156","330_2014,156,420_2014,42",2013,2014,0.934602321065586,0.7064676861147248,0.9396591610117212,0.7277966911545123,growth
19924,2013_244,2014_211,7818,48841,57342,57620,9187,9232,1,1,1,1,"330_2013,24","330_2014,24",2013,2014,0.8517491541976213,0.8476397084345714,0.8509850876238163,0.8468370883882149,stasis
19928,2013_247,2014_208,5984,34563,34604,34604,5984,5984,1,1,1,1,"300_2013,33,430_2013,12","300_2014,33,430_2014,12",2013,2014,0.9988151658767772,0.9988151658767772,1.0,1.0,stasis
19967,2013_286,2014_705,18877,114394,132904,132520,21861,21789,1,1,1,1,"220_2013,103","220_2014,103",2013,2014,0.8607265394570517,0.8632206459402354,0.8635012122043823,0.8663545825875442,stasis
19973,2013_292,2014_712,5958,37762,43782,43462,6830,6770,1,1,1,1,"220_2013,32","220_2014,32",2013,2014,0.8625005710109177,0.8688509502553955,0.8723279648609078,0.8800590841949778,stasis
19974,2013_293,2014_713,8324,52788,60049,59761,9403,9349,1,1,1,1,"220_2013,22","220_2014,22",2013,2014,0.8790820829655781,0.8833185522330617,0.8852493884930341,0.8903626056262702,stasis
20005,2013_324,2014_630,9431,61110,70415,70415,10788,10788,1,1,1,1,"310_2013,28","310_2014,28",2013,2014,0.8678548604700703,0.8678548604700703,0.8742120875046347,0.8742120875046347,stasis
20007,2013_326,2014_633,17141,105453,122420,122420,19688,19688,1,1,1,1,"310_2013,30","310_2014,30",2013,2014,0.8614033654631597,0.8614033654631597,0.8706318569687119,0.8706318569687119,stasis
20010,2013_329,2014_636,8351,52153,64510,64511,10287,10287,1,1,1,1,"310_2013,20","310_2014,20",2013,2014,0.8084483025887459,0.8084357706437661,0.8118013026149509,0.8118013026149509,stasis
20016,2013_335,2014_643,5290,30874,40494,39818,6891,6778,1,1,1,1,"260_2013,24","260_2014,24",2013,2014,0.7624339408307403,0.775377969762419,0.767667972718038,0.7804662142224845,stasis
20019,2013_338,2014_646,13106,78640,101059,99882,16754,16545,1,1,1,1,"260_2013,13","260_2014,13",2013,2014,0.778159293086217,0.7873290482769668,0.7822609526083324,0.7921426412813539,stasis
20033,2013_352,2014_660,6115,35711,43217,43217,7400,7400,1,1,1,1,"260_2013,17","260_2014,17",2013,2014,0.8263183469468034,0.8263183469468034,0.8263513513513514,0.8263513513513514,stasis
20039,2013_358,2014_666,13216,80647,98856,105742,16096,17155,1,1,1,1,"260_2013,6","260_2014,7",2013,2014,0.815802783847212,0.7626770819541904,0.8210735586481114,0.7703876420868552,stasis
